Year,Location,Vehicle_Type,Count
2019,QUEZON AVE.,Car,123395
2019,COMMONWEALTH AVE.,Car,151705
2019,A. BONIFACIO,Car,38149
2019,RIZAL AVE.,Car,35836
2019,DEL PAN,Car,27652
2019,MARCOS HIGHWAY,Car,106031
2019,MCARTHUR HIGHWAY,Car,36050
2019,TOTAL,Car,1526667
2019,RECTO,PUJ,10115
2019,MENDOZA,PUJ,59
2019,PRES. QUIRINO AVE.,PUJ,1329
2019,ARANETA AVE.,PUJ,2172
2019,EDSA,PUJ,2166
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUJ,967
2019,ROXAS BLVD.,PUJ,265
2019,TAFT AVE.,PUJ,10491
2019,SSH,PUJ,244
2019,SHAW BLVD.,PUJ,5508
2019,ORTIGAS AVE.,PUJ,11167
2019,MAGSAYSAY BLVD.,PUJ,6522
2019,AURORA BLVD.,PUJ,13873
2019,QUEZON AVE.,PUJ,12212
2019,COMMONWEALTH AVE.,PUJ,19985
2019,A. BONIFACIO,PUJ,3338
2019,RIZAL AVE.,PUJ,10263
2019,DEL PAN,PUJ,1309
2019,MARCOS HIGHWAY,PUJ,14727
2019,MCARTHUR HIGHWAY,PUJ,8705
2019,TOTAL,PUJ,135417
2019,RECTO,UV,2109
2019,MENDOZA,UV,295
2019,PRES. QUIRINO AVE.,UV,391
2019,ARANETA AVE.,UV,2
2019,EDSA,UV,6285
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,UV,5421
2019,ROXAS BLVD.,UV,6885
2019,TAFT AVE.,UV,9458
2019,SSH,UV,570
2019,SHAW BLVD.,UV,3180
2019,ORTIGAS AVE.,UV,8351
2019,MAGSAYSAY BLVD.,UV,108
2019,AURORA BLVD.,UV,6476
2019,QUEZON AVE.,UV,7879
2019,COMMONWEALTH AVE.,UV,11034
2019,A. BONIFACIO,UV,197
2019,RIZAL AVE.,UV,76
2019,DEL PAN,UV,163
2019,MARCOS HIGHWAY,UV,3272
2019,MCARTHUR HIGHWAY,UV,16
2019,TOTAL,UV,72168
2019,RECTO,Taxi,2324
2019,MENDOZA,Taxi,3870
2019,PRES. QUIRINO AVE.,Taxi,3425
2019,ARANETA AVE.,Taxi,3672
2019,EDSA,Taxi,18913
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Taxi,4533
2019,ROXAS BLVD.,Taxi,13511
2019,TAFT AVE.,Taxi,4584
2019,SSH,Taxi,5728
2019,SHAW BLVD.,Taxi,3399
2019,ORTIGAS AVE.,Taxi,2790
2019,MAGSAYSAY BLVD.,Taxi,5444
2019,AURORA BLVD.,Taxi,6717
2019,QUEZON AVE.,Taxi,15371
2019,COMMONWEALTH AVE.,Taxi,17245
2019,A. BONIFACIO,Taxi,847
2019,RIZAL AVE.,Taxi,2602
2019,DEL PAN,Taxi,2391
2019,MARCOS HIGHWAY,Taxi,8380
2019,MCARTHUR HIGHWAY,Taxi,3974
2019,TOTAL,Taxi,129720
2019,RECTO,PUB,719
2019,MENDOZA,PUB,235
2019,PRES. QUIRINO AVE.,PUB,48
2019,ARANETA AVE.,PUB,30
2019,EDSA,PUB,11313
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUB,541
2019,ROXAS BLVD.,PUB,1530
2019,TAFT AVE.,PUB,3382
2019,SSH,PUB,763
2019,SHAW BLVD.,PUB,99
2019,ORTIGAS AVE.,PUB,1790
2019,MAGSAYSAY BLVD.,PUB,941
2019,AURORA BLVD.,PUB,463
2019,QUEZON AVE.,PUB,1223
2019,COMMONWEALTH AVE.,PUB,4235
2019,A. BONIFACIO,PUB,1452
2019,RIZAL AVE.,PUB,474
2019,DEL PAN,PUB,48
2019,MARCOS HIGHWAY,PUB,257
2019,MCARTHUR HIGHWAY,PUB,2077
2019,TOTAL,PUB,31620
2019,RECTO,Truck,762
2019,MENDOZA,Truck,5592
2019,PRES. QUIRINO AVE.,Truck,7591
2019,ARANETA AVE.,Truck,3718
2019,EDSA,Truck,1297
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Truck,10175
2019,ROXAS BLVD.,Truck,975
2019,TAFT AVE.,Truck,729
2019,SSH,Truck,7603
2019,SHAW BLVD.,Truck,1362
2019,ORTIGAS AVE.,Truck,3986
2019,MAGSAYSAY BLVD.,Truck,4340
2019,AURORA BLVD.,Truck,1801
2019,QUEZON AVE.,Truck,5278
2019,COMMONWEALTH AVE.,Truck,6336
2019,A. BONIFACIO,Truck,8551
2019,RIZAL AVE.,Truck,3357
2019,DEL PAN,Truck,4791
2019,MARCOS HIGHWAY,Truck,6199
2019,MCARTHUR HIGHWAY,Truck,2533
2019,TOTAL,Truck,86976
2019,RECTO,Trailer,28
2019,MENDOZA,Trailer,877
2019,PRES. QUIRINO AVE.,Trailer,1442
2019,ARANETA AVE.,Trailer,697
2019,EDSA,Trailer,0
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Trailer,960
2019,ROXAS BLVD.,Trailer,3079
2019,TAFT AVE.,Trailer,1
2019,SSH,Trailer,2716
2019,SHAW BLVD.,Trailer,91
2019,ORTIGAS AVE.,Trailer,418
2019,MAGSAYSAY BLVD.,Trailer,938
2019,AURORA BLVD.,Trailer,19
2019,QUEZON AVE.,Trailer,403
2019,COMMONWEALTH AVE.,Trailer,470
2019,A. BONIFACIO,Trailer,2396
2019,RIZAL AVE.,Trailer,56
2019,DEL PAN,Trailer,6173
2019,MARCOS HIGHWAY,Trailer,441
2019,MCARTHUR HIGHWAY,Trailer,348
2019,TOTAL,Trailer,21553
2019,RECTO,MC,25439
2019,MENDOZA,MC,28978
2019,PRES. QUIRINO AVE.,MC,38103
2019,ARANETA AVE.,MC,36526
2019,EDSA,MC,110167
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,MC,88996
2019,ROXAS BLVD.,MC,55657
2019,TAFT AVE.,MC,30948
2019,SSH,MC,40082
2019,SHAW BLVD.,MC,41082
2019,ORTIGAS AVE.,MC,81171
2019,MAGSAYSAY BLVD.,MC,43178
2019,AURORA BLVD.,MC,51539
2019,QUEZON AVE.,MC,63892
2019,COMMONWEALTH AVE.,MC,105654
2019,A. BONIFACIO,MC,18028
2019,RIZAL AVE.,MC,41086
2019,DEL PAN,MC,39519
2019,MARCOS HIGHWAY,MC,81732
2019,MCARTHUR HIGHWAY,MC,44030
2019,TOTAL,MC,1065087
2019,RECTO,Tricycle,2722
2019,MENDOZA,Tricycle,1328
2019,PRES. QUIRINO AVE.,Tricycle,1175
2019,ARANETA AVE.,Tricycle,2908
2019,EDSA,Tricycle,9
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Tricycle,41
2019,ROXAS BLVD.,Tricycle,213
2019,TAFT AVE.,Tricycle,1369
2019,SSH,Tricycle,80
2019,SHAW BLVD.,Tricycle,20
2019,ORTIGAS AVE.,Tricycle,461
2019,MAGSAYSAY BLVD.,Tricycle,1951
2019,AURORA BLVD.,Tricycle,155
2019,QUEZON AVE.,Tricycle,446
2019,COMMONWEALTH AVE.,Tricycle,807
2019,A. BONIFACIO,Tricycle,328
2019,RIZAL AVE.,Tricycle,1291
2019,DEL PAN,Tricycle,2233
2019,MARCOS HIGHWAY,Tricycle,321
2019,MCARTHUR HIGHWAY,Tricycle,194
2019,TOTAL,Tricycle,18052
2019,RECTO,Total,66127
2019,MENDOZA,Total,91279
2019,PRES. QUIRINO AVE.,Total,116767
2019,ARANETA AVE.,Total,92433
2019,EDSA,Total,405882
2019,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Total,236060
2019,ROXAS BLVD.,Total,203582
2019,TAFT AVE.,Total,100065
2019,SSH,Total,130434
2019,SHAW BLVD.,Total,104946
2019,ORTIGAS AVE.,Total,180737
2019,MAGSAYSAY BLVD.,Total,119820
2019,AURORA BLVD.,Total,120385
2019,QUEZON AVE.,Total,230099
2019,COMMONWEALTH AVE.,Total,317477
2019,A. BONIFACIO,Total,73286
2019,RIZAL AVE.,Total,95041
2019,DEL PAN,Total,84279
2019,MARCOS HIGHWAY,Total,221360
2019,MCARTHUR HIGHWAY,Total,97927
2019,TOTAL,Total,3087980
2020,RECTO,Car,28622
2020,MENDOZA,Car,36698
2020,PRES. QUIRINO AVE.,Car,30541
2020,ARANETA AVE.,Car,35696
2020,EDSA,Car,193788
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Car,100846
2020,ROXAS BLVD.,Car,105863
2020,TAFT AVE.,Car,38695
2020,SSH,Car,69900
2020,SHAW BLVD.,Car,46235
2020,ORTIGAS AVE.,Car,80679
2020,MAGSAYSAY BLVD.,Car,48380
2020,AURORA BLVD.,Car,40912
2020,QUEZON AVE.,Car,126286
2020,COMMONWEALTH AVE.,Car,148343
2020,A. BONIFACIO,Car,41356
2020,RIZAL AVE.,Car,30980
2020,DEL PAN,Car,45911
2020,MARCOS HIGHWAY,Car,102714
2020,MCARTHUR HIGHWAY,Car,33129
2020,TOTAL,Car,1384674
2020,RECTO,PUJ,4762
2020,MENDOZA,PUJ,544
2020,PRES. QUIRINO AVE.,PUJ,176
2020,ARANETA AVE.,PUJ,762
2020,EDSA,PUJ,225
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUJ,316
2020,ROXAS BLVD.,PUJ,105
2020,TAFT AVE.,PUJ,13043
2020,SSH,PUJ,0
2020,SHAW BLVD.,PUJ,737
2020,ORTIGAS AVE.,PUJ,2425
2020,MAGSAYSAY BLVD.,PUJ,10
2020,AURORA BLVD.,PUJ,12027
2020,QUEZON AVE.,PUJ,6676
2020,COMMONWEALTH AVE.,PUJ,168
2020,A. BONIFACIO,PUJ,1600
2020,RIZAL AVE.,PUJ,9986
2020,DEL PAN,PUJ,688
2020,MARCOS HIGHWAY,PUJ,12666
2020,MCARTHUR HIGHWAY,PUJ,8300
2020,TOTAL,PUJ,75726
2020,RECTO,UV,5
2020,MENDOZA,UV,44
2020,PRES. QUIRINO AVE.,UV,101
2020,ARANETA AVE.,UV,23
2020,EDSA,UV,1423
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,UV,436
2020,ROXAS BLVD.,UV,1053
2020,TAFT AVE.,UV,12625
2020,SSH,UV,45
2020,SHAW BLVD.,UV,51
2020,ORTIGAS AVE.,UV,2611
2020,MAGSAYSAY BLVD.,UV,11
2020,AURORA BLVD.,UV,6726
2020,QUEZON AVE.,UV,12049
2020,COMMONWEALTH AVE.,UV,295
2020,A. BONIFACIO,UV,295
2020,RIZAL AVE.,UV,101
2020,DEL PAN,UV,28
2020,MARCOS HIGHWAY,UV,3313
2020,MCARTHUR HIGHWAY,UV,41
2020,TOTAL,UV,41064
2020,RECTO,Taxi,5395
2020,MENDOZA,Taxi,2152
2020,PRES. QUIRINO AVE.,Taxi,2636
2020,ARANETA AVE.,Taxi,3867
2020,EDSA,Taxi,19316
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Taxi,6941
2020,ROXAS BLVD.,Taxi,7689
2020,TAFT AVE.,Taxi,5888
2020,SSH,Taxi,5842
2020,SHAW BLVD.,Taxi,6217
2020,ORTIGAS AVE.,Taxi,4149
2020,MAGSAYSAY BLVD.,Taxi,6888
2020,AURORA BLVD.,Taxi,5712
2020,QUEZON AVE.,Taxi,14828
2020,COMMONWEALTH AVE.,Taxi,13643
2020,A. BONIFACIO,Taxi,1839
2020,RIZAL AVE.,Taxi,2204
2020,DEL PAN,Taxi,2304
2020,MARCOS HIGHWAY,Taxi,7762
2020,MCARTHUR HIGHWAY,Taxi,3720
2020,TOTAL,Taxi,130052
2020,RECTO,PUB,814
2020,MENDOZA,PUB,251
2020,PRES. QUIRINO AVE.,PUB,403
2020,ARANETA AVE.,PUB,21
2020,EDSA,PUB,3645
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUB,347
2020,ROXAS BLVD.,PUB,851
2020,TAFT AVE.,PUB,3881
2020,SSH,PUB,175
2020,SHAW BLVD.,PUB,732
2020,ORTIGAS AVE.,PUB,3796
2020,MAGSAYSAY BLVD.,PUB,825
2020,AURORA BLVD.,PUB,508
2020,QUEZON AVE.,PUB,1428
2020,COMMONWEALTH AVE.,PUB,7688
2020,A. BONIFACIO,PUB,475
2020,RIZAL AVE.,PUB,449
2020,DEL PAN,PUB,254
2020,MARCOS HIGHWAY,PUB,454
2020,MCARTHUR HIGHWAY,PUB,2244
2020,TOTAL,PUB,28968
2020,RECTO,Truck,655
2020,MENDOZA,Truck,3115
2020,PRES. QUIRINO AVE.,Truck,1967
2020,ARANETA AVE.,Truck,3546
2020,EDSA,Truck,2136
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Truck,10996
2020,ROXAS BLVD.,Truck,1158
2020,TAFT AVE.,Truck,653
2020,SSH,Truck,6543
2020,SHAW BLVD.,Truck,1790
2020,ORTIGAS AVE.,Truck,4730
2020,MAGSAYSAY BLVD.,Truck,2755
2020,AURORA BLVD.,Truck,2001
2020,QUEZON AVE.,Truck,4311
2020,COMMONWEALTH AVE.,Truck,4169
2020,A. BONIFACIO,Truck,6898
2020,RIZAL AVE.,Truck,2938
2020,DEL PAN,Truck,6281
2020,MARCOS HIGHWAY,Truck,5125
2020,MCARTHUR HIGHWAY,Truck,9323
2020,TOTAL,Truck,82372
2020,RECTO,Trailer,0
2020,MENDOZA,Trailer,885
2020,PRES. QUIRINO AVE.,Trailer,759
2020,ARANETA AVE.,Trailer,661
2020,EDSA,Trailer,68
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Trailer,725
2020,ROXAS BLVD.,Trailer,2501
2020,TAFT AVE.,Trailer,0
2020,SSH,Trailer,2878
2020,SHAW BLVD.,Trailer,41
2020,ORTIGAS AVE.,Trailer,614
2020,MAGSAYSAY BLVD.,Trailer,349
2020,AURORA BLVD.,Trailer,14
2020,QUEZON AVE.,Trailer,203
2020,COMMONWEALTH AVE.,Trailer,865
2020,A. BONIFACIO,Trailer,1414
2020,RIZAL AVE.,Trailer,109
2020,DEL PAN,Trailer,7342
2020,MARCOS HIGHWAY,Trailer,225
2020,MCARTHUR HIGHWAY,Trailer,183
2020,TOTAL,Trailer,19247
2020,RECTO,MC,51636
2020,MENDOZA,MC,24296
2020,PRES. QUIRINO AVE.,MC,17680
2020,ARANETA AVE.,MC,38154
2020,EDSA,MC,107509
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,MC,71797
2020,ROXAS BLVD.,MC,70184
2020,TAFT AVE.,MC,34297
2020,SSH,MC,54744
2020,SHAW BLVD.,MC,47331
2020,ORTIGAS AVE.,MC,73070
2020,MAGSAYSAY BLVD.,MC,50399
2020,AURORA BLVD.,MC,45195
2020,QUEZON AVE.,MC,71923
2020,COMMONWEALTH AVE.,MC,105325
2020,A. BONIFACIO,MC,25152
2020,RIZAL AVE.,MC,40721
2020,DEL PAN,MC,42621
2020,MARCOS HIGHWAY,MC,90421
2020,MCARTHUR HIGHWAY,MC,59340
2020,TOTAL,MC,1121225
2020,RECTO,Tricycle,2733
2020,MENDOZA,Tricycle,2490
2020,PRES. QUIRINO AVE.,Tricycle,1195
2020,ARANETA AVE.,Tricycle,2237
2020,EDSA,Tricycle,4
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Tricycle,14
2020,ROXAS BLVD.,Tricycle,142
2020,TAFT AVE.,Tricycle,1833
2020,SSH,Tricycle,88
2020,SHAW BLVD.,Tricycle,475
2020,ORTIGAS AVE.,Tricycle,416
2020,MAGSAYSAY BLVD.,Tricycle,1943
2020,AURORA BLVD.,Tricycle,101
2020,QUEZON AVE.,Tricycle,55
2020,COMMONWEALTH AVE.,Tricycle,282
2020,A. BONIFACIO,Tricycle,923
2020,RIZAL AVE.,Tricycle,956
2020,DEL PAN,Tricycle,2166
2020,MARCOS HIGHWAY,Tricycle,453
2020,MCARTHUR HIGHWAY,Tricycle,190
2020,TOTAL,Tricycle,18506
2020,RECTO,Total,94622
2020,MENDOZA,Total,70475
2020,PRES. QUIRINO AVE.,Total,55468
2020,ARANETA AVE.,Total,84967
2020,EDSA,Total,328104
2020,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Total,192418
2020,ROXAS BLVD.,Total,190626
2020,TAFT AVE.,Total,110916
2020,SSH,Total,142175
2020,SHAW BLVD.,Total,103609
2020,ORTIGAS AVE.,Total,172490
2020,MAGSAYSAY BLVD.,Total,111540
2020,AURORA BLVD.,Total,113196
2020,QUEZON AVE.,Total,237759
2020,COMMONWEALTH AVE.,Total,282873
2020,A. BONIFACIO,Total,81001
2020,RIZAL AVE.,Total,87544
2020,DEL PAN,Total,107595
2020,MARCOS HIGHWAY,Total,223133
2020,MCARTHUR HIGHWAY,Total,111470
2020,TOTAL,Total,2901384
2021,RECTO,Car,27447
2021,MENDOZA,Car,37472
2021,PRES. QUIRINO AVE.,Car,30942
2021,ARANETA AVE.,Car,58726
2021,EDSA,Car,199402
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Car,99316
2021,ROXAS BLVD.,Car,95063
2021,TAFT AVE.,Car,43676
2021,SSH,Car,96111
2021,SHAW BLVD.,Car,48612
2021,ORTIGAS AVE.,Car,73145
2021,MAGSAYSAY BLVD.,Car,57031
2021,AURORA BLVD.,Car,36367
2021,QUEZON AVE.,Car,120383
2021,COMMONWEALTH AVE.,Car,135153
2021,A. BONIFACIO,Car,27772
2021,RIZAL AVE.,Car,33217
2021,DEL PAN,Car,39187
2021,MARCOS HIGHWAY,Car,109691
2021,MCARTHUR HIGHWAY,Car,30529
2021,TOTAL,Car,1399242
2021,RECTO,PUJ,3980
2021,MENDOZA,PUJ,3384
2021,PRES. QUIRINO AVE.,PUJ,94
2021,ARANETA AVE.,PUJ,0
2021,EDSA,PUJ,1638
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUJ,289
2021,ROXAS BLVD.,PUJ,9366
2021,TAFT AVE.,PUJ,8552
2021,SSH,PUJ,187
2021,SHAW BLVD.,PUJ,1127
2021,ORTIGAS AVE.,PUJ,6866
2021,MAGSAYSAY BLVD.,PUJ,5043
2021,AURORA BLVD.,PUJ,7424
2021,QUEZON AVE.,PUJ,2094
2021,COMMONWEALTH AVE.,PUJ,1740
2021,A. BONIFACIO,PUJ,3247
2021,RIZAL AVE.,PUJ,6683
2021,DEL PAN,PUJ,630
2021,MARCOS HIGHWAY,PUJ,7682
2021,MCARTHUR HIGHWAY,PUJ,3740
2021,TOTAL,PUJ,73766
2021,RECTO,UV,12
2021,MENDOZA,UV,9
2021,PRES. QUIRINO AVE.,UV,10
2021,ARANETA AVE.,UV,29
2021,EDSA,UV,2604
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,UV,2121
2021,ROXAS BLVD.,UV,1988
2021,TAFT AVE.,UV,4400
2021,SSH,UV,80
2021,SHAW BLVD.,UV,757
2021,ORTIGAS AVE.,UV,3619
2021,MAGSAYSAY BLVD.,UV,43
2021,AURORA BLVD.,UV,1458
2021,QUEZON AVE.,UV,2813
2021,COMMONWEALTH AVE.,UV,4879
2021,A. BONIFACIO,UV,53
2021,RIZAL AVE.,UV,28
2021,DEL PAN,UV,38
2021,MARCOS HIGHWAY,UV,882
2021,MCARTHUR HIGHWAY,UV,24
2021,TOTAL,UV,25805
2021,RECTO,Taxi,4844
2021,MENDOZA,Taxi,3575
2021,PRES. QUIRINO AVE.,Taxi,2789
2021,ARANETA AVE.,Taxi,2361
2021,EDSA,Taxi,19287
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Taxi,4685
2021,ROXAS BLVD.,Taxi,11734
2021,TAFT AVE.,Taxi,5970
2021,SSH,Taxi,5740
2021,SHAW BLVD.,Taxi,7958
2021,ORTIGAS AVE.,Taxi,3176
2021,MAGSAYSAY BLVD.,Taxi,7255
2021,AURORA BLVD.,Taxi,4200
2021,QUEZON AVE.,Taxi,13139
2021,COMMONWEALTH AVE.,Taxi,14663
2021,A. BONIFACIO,Taxi,1101
2021,RIZAL AVE.,Taxi,3494
2021,DEL PAN,Taxi,2391
2021,MARCOS HIGHWAY,Taxi,7659
2021,MCARTHUR HIGHWAY,Taxi,4834
2021,TOTAL,Taxi,130855
2021,RECTO,PUB,431
2021,MENDOZA,PUB,68
2021,PRES. QUIRINO AVE.,PUB,56
2021,ARANETA AVE.,PUB,1
2021,EDSA,PUB,5527
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,PUB,340
2021,ROXAS BLVD.,PUB,1575
2021,TAFT AVE.,PUB,1865
2021,SSH,PUB,367
2021,SHAW BLVD.,PUB,325
2021,ORTIGAS AVE.,PUB,3177
2021,MAGSAYSAY BLVD.,PUB,391
2021,AURORA BLVD.,PUB,1005
2021,QUEZON AVE.,PUB,1111
2021,COMMONWEALTH AVE.,PUB,5879
2021,A. BONIFACIO,PUB,550
2021,RIZAL AVE.,PUB,543
2021,DEL PAN,PUB,147
2021,MARCOS HIGHWAY,PUB,480
2021,MCARTHUR HIGHWAY,PUB,855
2021,TOTAL,PUB,24693
2021,RECTO,Truck,924
2021,MENDOZA,Truck,8186
2021,PRES. QUIRINO AVE.,Truck,3397
2021,ARANETA AVE.,Truck,2200
2021,EDSA,Truck,2188
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Truck,10535
2021,ROXAS BLVD.,Truck,3076
2021,TAFT AVE.,Truck,1022
2021,SSH,Truck,6664
2021,SHAW BLVD.,Truck,798
2021,ORTIGAS AVE.,Truck,4571
2021,MAGSAYSAY BLVD.,Truck,2138
2021,AURORA BLVD.,Truck,1922
2021,QUEZON AVE.,Truck,4493
2021,COMMONWEALTH AVE.,Truck,5914
2021,A. BONIFACIO,Truck,8334
2021,RIZAL AVE.,Truck,2788
2021,DEL PAN,Truck,6043
2021,MARCOS HIGHWAY,Truck,6687
2021,MCARTHUR HIGHWAY,Truck,2858
2021,TOTAL,Truck,84738
2021,RECTO,Trailer,80
2021,MENDOZA,Trailer,1897
2021,PRES. QUIRINO AVE.,Trailer,754
2021,ARANETA AVE.,Trailer,447
2021,EDSA,Trailer,45
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Trailer,1281
2021,ROXAS BLVD.,Trailer,1849
2021,TAFT AVE.,Trailer,7
2021,SSH,Trailer,2093
2021,SHAW BLVD.,Trailer,101
2021,ORTIGAS AVE.,Trailer,486
2021,MAGSAYSAY BLVD.,Trailer,380
2021,AURORA BLVD.,Trailer,20
2021,QUEZON AVE.,Trailer,287
2021,COMMONWEALTH AVE.,Trailer,916
2021,A. BONIFACIO,Trailer,1162
2021,RIZAL AVE.,Trailer,0
2021,DEL PAN,Trailer,6056
2021,MARCOS HIGHWAY,Trailer,522
2021,MCARTHUR HIGHWAY,Trailer,194
2021,TOTAL,Trailer,18477
2021,RECTO,MC,45082
2021,MENDOZA,MC,54136
2021,PRES. QUIRINO AVE.,MC,33872
2021,ARANETA AVE.,MC,36033
2021,EDSA,MC,141564
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,MC,93681
2021,ROXAS BLVD.,MC,81895
2021,TAFT AVE.,MC,45146
2021,SSH,MC,75867
2021,SHAW BLVD.,MC,45517
2021,ORTIGAS AVE.,MC,90210
2021,MAGSAYSAY BLVD.,MC,66360
2021,AURORA BLVD.,MC,48318
2021,QUEZON AVE.,MC,117718
2021,COMMONWEALTH AVE.,MC,133591
2021,A. BONIFACIO,MC,29066
2021,RIZAL AVE.,MC,59406
2021,DEL PAN,MC,44121
2021,MARCOS HIGHWAY,MC,99611
2021,MCARTHUR HIGHWAY,MC,80178
2021,TOTAL,MC,1421624
2021,RECTO,Tricycle,1660
2021,MENDOZA,Tricycle,662
2021,PRES. QUIRINO AVE.,Tricycle,266
2021,ARANETA AVE.,Tricycle,488
2021,EDSA,Tricycle,16
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Tricycle,37
2021,ROXAS BLVD.,Tricycle,2793
2021,TAFT AVE.,Tricycle,307
2021,SSH,Tricycle,80
2021,SHAW BLVD.,Tricycle,10
2021,ORTIGAS AVE.,Tricycle,449
2021,MAGSAYSAY BLVD.,Tricycle,1292
2021,AURORA BLVD.,Tricycle,98
2021,QUEZON AVE.,Tricycle,90
2021,COMMONWEALTH AVE.,Tricycle,22
2021,A. BONIFACIO,Tricycle,1222
2021,RIZAL AVE.,Tricycle,747
2021,DEL PAN,Tricycle,3753
2021,MARCOS HIGHWAY,Tricycle,252
2021,MCARTHUR HIGHWAY,Tricycle,200
2021,TOTAL,Tricycle,18455
2021,RECTO,Total,84460
2021,MENDOZA,Total,109389
2021,PRES. QUIRINO AVE.,Total,72382
2021,ARANETA AVE.,Total,100265
2021,EDSA,Total,372271
2021,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Total,212285
2021,ROXAS BLVD.,Total,209339
2021,TAFT AVE.,Total,114715
2021,SSH,Total,187189
2021,SHAW BLVD.,Total,105205
2021,ORTIGAS AVE.,Total,185699
2021,MAGSAYSAY BLVD.,Total,139933
2021,AURORA BLVD.,Total,100812
2021,QUEZON AVE.,Total,262128
2021,COMMONWEALTH AVE.,Total,302316
2021,A. BONIFACIO,Total,72507
2021,RIZAL AVE.,Total,106906
2021,DEL PAN,Total,120816
2021,MARCOS HIGHWAY,Total,233464
2021,MCARTHUR HIGHWAY,Total,123390
2021,TOTAL,Total,3197673
2022,RECTO,Car,27587
2022,MENDOZA,Car,83148
2022,PRES. QUIRINO AVE.,Car,98697
2022,ARANETA AVE.,Car,59994
2022,EDSA,Car,202764
2022,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,Car,93518
